Id,Hazard
662,2.0
663,6.1
664,5.2
667,3.4
668,4.8
672,4.0
673,4.9
675,3.9
676,1.1
677,6.7
678,6.1
679,5.3
682,4.7
684,5.3
686,2.7
687,12.4
688,3.0
689,4.2
690,2.5
691,3.4
693,3.3
694,4.3
695,2.7
696,2.3
699,7.1
702,9.1
703,1.5
704,2.5
705,3.8
708,8.8
709,5.9
710,4.6
711,4.5
712,5.5
713,5.9
714,5.2
724,3.1
725,5.1
727,2.8
729,2.2
731,6.3
732,3.1
735,4.9
736,4.3
738,4.0
739,7.1
741,7.7
744,3.5
745,8.6
749,9.9
750,5.8
753,2.8
754,5.3
756,2.9
759,8.1
763,4.1
764,4.3
765,6.9
770,4.9
773,2.7
774,3.1
778,4.0
780,9.3
781,12.0
783,34.6
784,5.1
790,3.9
791,5.0
792,3.0
793,3.6
794,5.8
795,4.5
796,6.7
801,5.2
802,7.3
805,4.4
808,4.4
809,6.0
813,7.8
814,4.7
815,4.0
816,6.2
817,2.6
821,2.9
822,5.7
823,2.8
825,3.2
826,2.5
830,2.3
832,4.7
833,5.1
835,4.4
837,2.6
838,3.4
839,2.8
841,4.1
842,4.4
844,5.3
853,2.8
855,5.3
858,5.1
859,2.8
860,3.2
861,4.4
862,2.0
868,4.9
869,6.5
874,5.6
875,2.8
877,7.5
879,3.5
885,3.3
886,4.6
887,5.5
892,3.2
894,3.9
896,6.5
898,3.0
899,4.9
900,5.4
901,2.8
903,8.3
904,15.5
906,3.9
907,2.6
908,4.1
909,4.1
915,4.1
916,4.6
917,3.4
921,5.6
922,6.5
923,7.0
924,5.4
927,8.7
929,3.2
932,3.8
934,2.2
935,12.1
937,3.8
940,3.7
944,5.9
946,4.4
948,3.1
950,3.8
952,3.7
953,7.8
956,3.6
959,3.6
960,6.0
961,4.5
962,4.5
966,5.1
968,9.0
969,3.3
971,5.1
972,4.9
978,3.3
983,5.9
984,5.3
985,2.5
987,6.1
988,5.0
989,4.2
991,4.4
992,3.5
993,3.4
997,3.2
999,2.1
1003,2.1
1006,3.8
1007,10.1
1013,3.9
1015,2.4
1016,2.3
1017,4.7
1018,7.7
1019,6.2
1020,4.7
1021,6.3
1023,5.2
1025,6.0
1027,3.6
1028,6.2
1029,5.7
1032,1.6
1035,5.0
1039,4.4
1040,6.0
1041,3.3
1043,3.9
1045,6.3
1046,4.7
1049,2.1
1054,5.3
1056,6.0
1057,5.1
1058,4.1
1060,13.1
1061,3.8
1062,2.5
1063,5.1
1066,3.7
1071,2.3
1072,2.6
1076,4.4
1077,4.6
1078,3.9
1082,5.3
1083,2.9
1085,8.6
1086,6.2
1088,4.1
1089,8.9
1090,4.6
1093,3.9
1094,6.4
1095,4.1
1096,4.4
1097,2.4
1098,5.0
1103,3.0
1104,6.4
1109,5.1
1110,2.9
1111,4.6
1113,4.2
1114,1.1
1115,3.9
1117,4.5
1118,3.8
1121,4.2
1122,3.1
1124,4.6
1125,5.6
1126,5.2
1127,2.2
1128,7.9
1130,3.3
1132,3.6
1135,2.9
1136,3.2
1139,3.7
1140,10.3
1141,2.2
1147,4.7
1150,5.3
1152,3.2
1154,6.9
1157,3.9
1158,2.3
1160,5.5
1162,3.8
1163,2.4
1164,4.5
1171,3.6
1173,3.7
1174,4.9
1176,1.7
1178,4.5
1182,5.1
1185,4.6
1188,3.9
1189,3.3
1192,2.8
1194,5.0
1195,6.0
1199,5.9
1200,2.7
1203,5.8
1204,6.6
1206,5.8
1209,5.5
1214,4.6
1215,3.1
1217,2.8
1219,4.7
1220,6.1
1221,8.2
1222,5.3
1223,2.2
1225,4.4
1226,4.0
1228,4.9
1229,3.4
1231,2.5
1233,8.2
1234,3.7
1235,6.9
1236,5.4
1238,4.5
1240,5.2
1241,5.7
1242,10.8
1244,4.6
1245,4.0
1248,3.0
1250,2.6
1251,4.9
1252,5.8
1253,8.0
1255,4.1
1258,4.4
1261,5.0
1262,5.4
1267,3.4
1268,4.5
1270,4.1
1271,5.7
1274,4.3
1275,3.1
1276,3.4
1277,4.6
1279,3.4
1280,5.6
1281,5.8
1282,4.2
1285,4.9
1289,1.9
1293,2.1
1294,4.0
1295,3.6
1296,3.6
1298,7.8
1300,3.9
1301,4.5
1302,1.9
1303,2.5
1304,10.8
1306,3.5
1308,5.6
1311,3.4
1312,3.9
1313,5.2
1314,4.5
1315,2.2
1316,3.1
1317,4.7
1319,1.6
1320,3.8
1321,4.4
1322,5.7
1324,2.6
1326,5.9
1327,6.2
1328,5.2
1329,4.7
1330,9.5
1332,2.8
1333,2.3
1334,7.6
1335,2.4
1336,4.9
1339,3.9
1344,3.4
1346,4.7
1350,3.8
1351,4.0
1352,5.0
1354,3.2
1356,5.3
1358,7.0
1359,7.3
1361,1.5
1363,3.4
1364,5.2
1366,3.0
1368,3.3
1370,3.9
1371,2.8
1374,4.5
1375,4.1
1376,6.0
1377,4.3
1379,2.9
1380,2.6
1382,3.4
1384,2.6
1387,7.1
1388,6.6
1393,2.7
1395,6.1
1396,5.6
1398,5.1
1399,2.6
1401,2.9
1403,3.4
1404,7.9
1405,5.2
1408,3.0
1409,3.5
1411,3.4
1413,4.7
1414,3.1
1415,3.5
1417,3.2
1419,6.9
1421,4.4
1423,5.1
1427,10.8
1429,2.8
1430,7.5
1433,2.8
1434,2.4
1436,5.5
1438,3.7
1441,4.5
1443,8.5
1447,2.8
1451,5.1
1457,4.0
1459,6.3
1460,2.6
1462,4.2
1464,6.1
1466,4.8
1467,4.4
1469,2.7
1472,2.6
1475,4.0
1476,3.5
1479,7.5
1480,4.6
1483,6.9
1484,3.7
1485,7.5
1488,3.5
1490,5.6
1492,5.6
1493,2.1
1495,4.9
1496,6.3
1499,3.8
1502,3.5
1503,6.0
1505,3.7
1509,3.3
1510,3.8
1511,5.7
1512,3.7
1513,7.4
1515,2.3
1517,6.8
1520,7.2
1522,5.0
1523,4.2
1524,6.3
1526,2.4
1527,6.6
1528,4.9
1529,1.4
1533,3.5
1536,7.1
1537,2.9
1540,7.8
1541,3.7
1543,6.3
1544,3.8
1546,3.7
1548,15.2
1549,4.8
1550,3.1
1552,5.5
1553,2.6
1554,5.1
1555,4.9
1560,3.3
1564,4.8
1567,5.8
1570,2.2
1571,4.1
1573,3.1
1575,6.4
1576,5.0
1579,1.4
1580,2.6
1582,3.4
1583,5.7
1586,3.2
1587,4.4
1590,4.5
1591,4.2
1595,6.8
1597,5.5
1602,3.7
1603,2.4
1604,1.2
1605,5.5
1606,4.4
1607,6.0
1610,4.9
1611,4.9
1614,4.2
1617,5.4
1619,4.0
1623,5.5
1625,4.2
1626,5.4
1627,3.7
1632,2.8
1633,4.3
1634,3.2
1635,5.0
1636,7.0
1638,4.9
1639,3.0
1641,4.6
1644,5.9
1645,4.2
1649,6.3
1650,3.9
1651,4.1
1653,4.5
1654,2.4
1656,4.7
1657,3.5
1658,5.1
1659,3.1
1660,6.4
1661,6.0
1663,3.3
1664,3.8
1666,4.8
1667,7.5
1668,4.1
1669,3.3
1670,5.1
1671,5.1
1672,3.3
1678,3.2
1682,3.2
1683,3.2
1687,7.4
1689,2.0
1690,5.7
1692,3.8
1693,3.7
1696,1.7
1698,3.8
1700,6.0
1702,2.7
1704,3.2
1706,4.7
1707,3.6
1710,11.3
1711,3.7
1712,4.5
1717,3.2
1721,6.6
1722,5.2
1723,11.8
1725,2.4
1729,3.9
1730,5.4
1732,4.3
1733,5.3
1735,2.3
1737,4.3
1739,3.8
1740,4.6
1741,2.3
1742,4.1
1744,7.4
1746,3.6
1752,2.0
1753,1.9
1754,4.0
1757,4.2
1759,3.9
1760,4.2
1761,2.5
1762,1.3
1763,3.3
1765,6.6
1766,6.2
1767,1.2
1769,3.2
1770,3.1
1771,5.3
1772,6.5
1774,5.9
1775,12.7
1778,10.0
1780,6.1
1781,8.4
1782,8.4
1785,4.2
1788,4.4
1790,4.0
1791,3.2
1792,4.1
1793,5.7
1795,7.6
1796,5.1
1798,2.3
1799,4.9
1801,4.0
1803,2.7
1805,7.4
1806,5.7
1811,2.8
1817,3.9
1820,2.4
1824,3.3
1827,8.5
1828,5.5
1829,2.5
1831,9.3
1832,4.9
1833,3.7
1834,5.1
1835,4.9
1839,3.1
1840,3.0
1842,4.8
1844,5.9
1845,3.7
1847,10.0
1848,7.8
1851,8.7
1852,6.2
1853,4.5
1857,5.4
1860,6.1
1861,3.8
1863,4.1
1864,6.3
1865,5.3
1867,6.1
1868,3.7
1870,9.8
1871,7.0
1873,5.3
1875,3.1
1876,5.7
1878,5.7
1881,3.7
1883,4.9
1884,6.6
1885,5.2
1887,3.7
1888,2.9
1889,3.8
1890,7.9
1892,5.1
1895,2.2
1896,4.8
1899,2.5
1901,5.0
1907,7.4
1908,3.8
1912,4.2
1913,10.7
1914,3.8
1920,5.0
1921,4.2
1925,3.6
1926,5.4
1927,3.0
1929,2.7
1930,7.1
1931,3.0
1932,3.4
1933,3.6
1935,3.4
1936,2.7
1937,3.1
1939,4.2
1940,4.8
1943,3.6
1946,5.8
1949,4.7
1951,2.4
1952,3.2
1956,2.4
1957,4.7
1958,3.0
1959,3.4
1960,6.0
1962,3.9
1963,4.2
1964,4.3
1965,4.9
1968,4.2
1969,4.6
1972,7.4
1976,3.7
1979,5.8
1981,3.2
1985,2.9
1988,4.3
1991,2.1
1994,5.3
1995,15.4
1998,4.0
2001,8.1
2002,9.1
2003,6.1
2005,5.5
2006,3.0
2007,6.8
2010,3.7
2012,6.3
2014,4.2
2015,5.6
2017,5.5
2019,3.3
2020,3.1
2021,1.7
2023,8.3
2024,3.6
2026,3.5
2027,2.3
2028,5.4
2029,5.6
2030,4.1
2031,3.0
2032,8.0
2033,4.2
2036,4.7
2037,5.8
2038,8.1
2040,2.7
2042,2.7
2045,4.7
2046,5.3
2048,1.6
2053,9.7
2054,2.6
2061,3.5
2064,2.8
2066,4.3
2067,2.4
2068,9.4
2070,5.3
2075,3.8
2079,7.1
2082,3.6
2084,5.5
2086,3.6
2088,3.0
2089,4.4
2092,4.3
2093,2.4
2096,5.0
2098,3.5
2104,3.6
2106,2.3
2112,5.9
2113,3.4
2114,4.2
2121,6.6
2125,3.3
2130,2.8
2131,4.2
2134,2.0
2141,2.6
2143,4.4
2146,4.0
2147,2.8
2148,6.1
2151,5.5
2155,3.3
2156,5.7
2158,5.4
2159,3.3
2160,5.3
2164,4.1
2165,3.8
2166,4.1
2170,3.3
2171,3.3
2173,2.7
2175,3.5
2176,3.4
2177,3.5
2178,5.0
2179,7.2
2182,5.2
2187,2.5
2188,11.2
2193,4.5
2194,7.2
2197,2.7
2199,5.6
2200,4.9
2202,2.1
2203,4.2
2206,3.0
2207,7.1
2209,3.0
2216,5.8
2218,1.8
2219,3.9
2221,4.6
2222,3.7
2223,4.2
2228,10.2
2232,4.0
2233,5.6
2234,3.6
2235,2.5
2236,4.5
2237,3.1
2238,7.5
2239,3.7
2241,3.7
2243,4.7
2244,2.7
2245,4.3
2250,3.5
2251,1.6
2252,3.9
2254,3.8
2258,2.3
2263,3.1
2265,11.4
2266,5.3
2267,4.5
2268,4.4
2270,7.0
2275,2.9
2276,3.6
2279,2.7
2281,5.3
2284,3.1
2289,4.3
2290,12.4
2292,4.1
2293,2.4
2294,4.7
2301,4.1
2302,4.9
2303,5.1
2305,3.8
2306,3.2
2308,3.5
2309,4.4
2310,3.8
2312,7.9
2313,5.0
2314,4.4
2316,10.0
2317,5.4
2320,4.0
2321,3.9
2322,4.8
2323,5.3
2324,4.2
2328,5.0
2329,4.8
2332,6.9
2333,5.1
2334,5.1
2335,3.3
2336,4.2
2337,5.1
2338,4.2
2343,4.2
2345,5.1
2349,4.3
2350,9.0
2351,4.8
2352,5.6
2354,2.3
2356,7.3
2358,3.3
2360,7.3
2362,4.1
2364,8.6
2366,3.5
2369,3.1
2370,4.2
2371,3.2
2372,3.3
2377,2.9
2378,5.5
2380,2.4
2382,6.2
2385,3.0
2387,3.6
2388,4.3
2389,5.3
2392,4.2
2396,9.2
2398,4.0
2401,4.2
2402,2.9
2404,9.2
2405,3.4
2406,3.4
2408,3.2
2414,3.4
2415,4.5
2416,4.3
2417,3.6
2420,2.7
2421,4.9
2423,3.4
2424,4.1
2426,5.1
2427,5.9
2429,3.8
2430,5.6
2432,8.8
2436,2.6
2437,2.3
2439,3.6
2440,2.8
2443,4.6
2446,4.6
2447,2.9
2448,6.1
2449,5.1
2450,3.7
2455,8.0
2458,4.6
2464,6.0
2466,3.8
2468,5.5
2469,2.4
2472,1.9
2473,3.3
2474,6.0
2475,2.9
2476,2.0
2478,6.4
2479,5.7
2484,3.1
2485,2.1
2487,4.6
2494,4.2
2495,2.9
2498,5.2
2499,2.1
2501,5.2
2503,5.8
2507,2.2
2508,4.2
2509,6.9
2515,2.4
2516,3.1
2517,6.3
2520,3.7
2522,4.2
2524,3.6
2525,5.3
2526,11.0
2527,3.6
2529,5.1
2530,4.9
2531,4.4
2534,7.4
2541,6.2
2545,2.6
2547,2.6
2548,3.2
2549,7.9
2550,3.6
2552,3.8
2553,2.4
2554,2.7
2560,2.6
2561,2.5
2564,2.4
2567,4.2
2573,3.5
2576,4.2
2578,2.3
2579,2.5
2580,2.1
2583,6.6
2584,2.3
2587,7.3
2588,6.7
2590,3.9
2591,3.8
2592,7.1
2593,8.1
2597,4.4
2604,13.3
2607,4.9
2610,3.6
2611,4.1
2615,6.3
2616,3.8
2617,5.4
2618,3.9
2619,5.5
2620,3.8
2621,6.5
2622,4.6
2624,4.6
2625,5.7
2626,4.7
2627,6.8
2628,7.9
2631,2.8
2635,4.2
2636,3.6
2639,4.0
2640,2.9
2641,5.4
2643,6.8
2645,5.3
2646,5.3
2647,3.1
2650,3.6
2656,3.1
2659,2.7
2660,6.5
2662,7.1
2663,4.8
2665,5.8
2668,7.0
2669,6.7
2670,6.3
2671,4.2
2682,13.2
2683,5.4
2687,3.9
2692,3.7
2694,5.2
2697,7.1
2701,3.0
2703,12.4
2704,6.2
2706,4.9
2707,3.6
2708,4.2
2710,2.0
2713,6.1
2715,5.7
2716,3.0
2717,9.0
2721,4.6
2722,3.5
2724,2.4
2729,5.5
2730,6.5
2731,3.0
2734,6.1
2735,5.0
2736,6.2
2739,4.6
2741,1.6
2742,5.4
2744,3.4
2747,2.4
2748,3.9
2750,6.8
2752,2.9
2754,4.6
2756,6.9
2757,2.7
2758,4.9
2763,4.3
2764,4.2
2765,4.1
2767,2.9
2768,3.7
2772,3.3
2773,4.0
2774,7.6
2776,7.5
2777,3.1
2778,8.6
2782,3.1
2783,1.5
2785,3.4
2787,3.3
2791,5.6
2793,7.1
2795,9.9
2797,5.0
2799,11.2
2800,3.9
2801,3.0
2802,4.8
2805,1.4
2806,3.2
2808,1.6
2809,8.1
2812,4.6
2815,7.5
2821,1.8
2822,3.2
2825,4.3
2827,2.8
2828,2.4
2829,5.9
2832,4.3
2834,6.5
2836,8.2
2838,5.0
2839,4.0
2842,2.8
2844,5.4
2847,3.0
2851,3.9
2854,4.2
2857,4.3
2858,3.8
2859,2.5
2860,1.9
2861,6.4
2862,6.5
2864,2.5
2865,7.7
2866,1.9
2868,5.1
2869,2.6
2871,4.0
2872,2.4
2874,4.9
2875,5.4
2876,3.0
2877,3.1
2879,7.7
2880,4.5
2884,2.8
2886,1.3
2887,2.3
2888,7.2
2890,1.8
2891,3.8
2894,4.3
2895,6.9
2900,4.0
2902,3.7
2904,4.1
2906,3.0
2907,2.8
2908,3.8
2912,8.5
2914,4.6
2921,5.1
2923,3.3
2925,7.2
2927,5.5
2931,5.9
2932,6.4
2935,4.2
2937,2.6
2938,1.9
2946,1.4
2947,4.3
2948,4.1
2949,3.9
2953,4.3
2958,4.9
2959,6.0
2963,2.9
2964,14.8
2968,4.8
2972,3.7
2973,2.1
2975,3.2
2976,5.1
2979,2.9
2980,3.1
2981,4.4
2982,2.5
2983,5.3
2987,4.6
2989,3.6
2991,4.0
2992,6.3
2999,2.6
3002,9.3
3003,6.9
3008,6.8
3009,6.8
3013,3.4
3014,4.8
3015,4.7
3017,5.6
3019,3.9
3023,17.8
3026,4.3
3027,3.8
3029,2.5
3031,6.0
3032,8.2
3033,6.4
3038,6.1
3039,4.9
3043,8.6
3046,12.7
3047,2.2
3049,6.5
3050,7.3
3052,5.5
3057,4.4
3058,6.4
3059,7.7
3060,3.0
3063,3.6
3065,6.4
3066,2.6
3069,3.2
3071,4.4
3073,6.4
3074,4.5
3079,5.5
3080,3.5
3081,2.9
3082,3.5
3084,5.0
3086,2.3
3088,4.5
3089,8.1
3090,3.1
3091,2.6
3093,6.0
3094,4.6
3095,4.1
3096,6.3
3097,4.2
3099,7.0
3100,4.7
3102,11.6
3104,7.9
3107,1.7
3108,3.6
3110,3.8
3112,6.5
3113,4.2
3114,3.5
3115,2.5
3116,3.8
3118,3.3
3119,3.5
3120,2.8
3121,3.5
3123,4.0
3124,3.1
3128,4.5
3129,6.1
3132,8.0
3133,6.4
3135,2.2
3136,1.7
3139,2.8
3141,5.1
3143,4.9
3146,6.0
3147,4.9
3148,5.4
3150,4.9
3152,5.8
3154,4.3
3155,4.3
3156,10.3
3159,4.5
3160,4.6
3162,3.5
3164,13.2
3165,6.3
3167,5.6
3168,2.5
3169,6.1
3171,2.7
3173,2.0
3174,5.2
3175,4.3
3176,5.5
3179,5.7
3180,3.9
3181,3.2
3183,2.5
3184,3.6
3186,3.0
3189,4.8
3190,4.2
3192,2.7
3195,9.6
3196,5.4
3201,4.0
3204,8.8
3206,1.2
3207,6.8
3208,3.6
3209,2.1
3213,9.7
3214,4.0
3217,3.2
3218,6.0
3219,1.1
3221,9.1
3222,4.8
3225,5.7
3226,10.5
3227,2.4
3228,4.3
3229,2.1
3230,9.1
3231,3.0
3235,6.5
3239,4.1
3241,4.2
3244,8.1
3248,3.4
3249,8.0
3250,4.9
3253,9.6
3254,10.2
3257,5.2
3259,12.0
3260,2.2
3261,5.3
3262,8.0
3268,6.2
3270,3.8
3271,6.0
3272,3.9
3275,7.3
3277,4.1
3278,3.7
3279,4.8
3283,2.6
3285,4.5
3286,5.1
3288,3.5
3298,5.5
3299,2.5
3301,6.1
3303,8.1
3304,6.4
3305,4.6
3306,5.8
3308,3.0
3311,4.9
3313,5.1
3315,5.3
3316,5.9
3318,2.9
3321,3.8
3326,6.5
3328,8.0
3333,4.0
3336,4.0
3338,2.7
3340,7.8
3341,2.2
3342,6.3
3344,3.2
3347,5.4
3348,4.5
3349,3.0
3350,2.3
3351,4.0
3353,4.8
3354,2.9
3355,6.9
3356,5.4
3357,3.3
3358,5.0
3359,6.1
3361,3.1
3362,4.9
3363,3.0
3364,5.6
3365,4.3
3367,2.0
3369,9.0
3370,3.8
3371,5.3
3372,11.7
3373,5.0
3375,2.3
3376,4.0
3377,5.8
3378,6.5
3380,4.6
3381,7.8
3387,3.9
3391,6.1
3392,4.8
3393,4.5
3394,5.2
3396,4.3
3403,5.9
3405,3.4
3410,9.6
3411,1.5
3416,5.7
3417,2.8
3422,4.1
3424,5.9
3425,4.1
3426,4.0
3429,5.9
3430,8.2
3431,6.3
3432,8.1
3434,4.5
3436,1.6
3437,3.2
3438,5.3
3442,4.7
3454,3.2
3457,5.1
3459,3.6
3461,5.5
3464,4.7
3465,4.6
3467,3.1
3471,6.6
3476,4.0
3478,3.3
3482,5.1
3485,3.6
3494,5.6
3495,2.9
3496,5.4
3501,2.0
3502,5.3
3506,4.4
3507,7.5
3508,3.2
3510,5.3
3515,6.5
3516,2.1
3518,7.1
3519,3.5
3520,3.0
3523,2.8
3524,2.6
3525,2.8
3529,5.8
3530,7.5
3535,6.2
3541,3.6
3542,3.5
3544,6.3
3546,5.3
3547,7.6
3552,6.3
3558,7.7
3560,3.6
3568,2.0
3569,8.5
3573,4.2
3574,4.1
3575,3.6
3577,7.5
3579,3.1
3580,3.8
3583,3.7
3584,8.2
3586,3.9
3588,6.0
3590,2.5
3594,3.5
3595,3.5
3596,6.1
3598,7.7
3599,1.6
3600,3.8
3602,4.1
3603,5.7
3604,4.4
3605,2.1
3607,4.7
3608,2.5
3610,3.5
3612,4.2
3613,6.6
3614,2.4
3615,5.5
3620,4.1
3622,3.9
3624,2.9
3627,3.8
3628,7.8
3631,3.5
3634,3.8
3635,2.3
3636,2.0
3637,3.9
3640,2.4
3642,4.1
3644,3.9
3646,5.3
3655,6.7
3657,2.6
3659,4.4
3660,5.9
3661,2.8
3664,4.5
3665,4.0
3667,5.1
3669,5.0
3673,3.2
3674,3.9
3675,5.7
3681,6.2
3682,2.9
3686,5.6
3687,2.4
3688,5.0
3689,3.2
3690,3.5
3691,2.7
3694,6.6
3695,2.5
3696,3.6
3698,5.3
3699,4.6
3701,4.0
3703,2.9
3704,2.3
3708,2.2
3709,3.2
3711,2.8
3716,2.8
3718,6.1
3719,2.7
3720,3.5
3721,3.0
3722,5.3
3726,5.5
3727,8.1
3728,11.7
3733,9.0
3734,6.3
3735,5.7
3738,3.0
3740,2.3
3741,4.5
3744,6.4
3745,3.5
3747,3.2
3748,5.4
3749,6.6
3751,9.8
3752,3.5
3754,3.0
3755,6.5
3756,10.0
3757,4.1
3759,3.2
3760,8.7
3761,3.4
3762,2.5
3763,3.6
3764,2.7
3765,4.2
3769,2.3
3771,6.9
3773,3.4
3774,9.0
3775,3.1
3776,2.8
3779,6.3
3780,3.2
3781,2.1
3783,3.5
3787,4.4
3788,6.1
3789,7.0
3790,4.9
3791,2.9
3793,3.2
3794,3.9
3803,2.7
3808,3.0
3811,3.9
3812,8.5
3813,2.7
3814,4.6
3816,5.6
3819,3.2
3820,4.8
3821,3.7
3823,3.8
3825,5.7
3826,2.7
3830,8.9
3836,7.5
3838,8.2
3841,4.2
3842,2.6
3845,7.2
3847,1.9
3852,4.8
3853,3.4
3855,3.1
3856,3.8
3858,10.6
3859,2.1
3860,6.5
3861,3.3
3871,4.5
3874,6.3
3877,6.0
3878,5.9
3880,4.5
3881,2.7
3883,6.0
3886,4.9
3887,1.6
3894,2.5
3897,2.0
3898,2.8
3900,5.3
3903,3.3
3907,4.4
3909,3.7
3911,2.9
3919,3.8
3920,1.9
3921,3.7
3923,2.3
3926,13.7
3928,5.4
3929,3.7
3930,6.5
3931,6.2
3934,4.4
3937,2.6
3938,3.7
3939,7.3
3941,1.6
3943,2.7
3944,4.8
3945,7.2
3947,3.7
3948,8.2
3949,2.6
3951,2.9
3953,3.5
3954,3.2
3957,7.2
3958,3.1
3960,3.1
3961,9.5
3965,2.1
3966,4.8
3967,5.3
3968,4.9
3969,8.0
3970,3.7
3971,5.5
3972,4.8
3974,3.8
3975,6.5
3976,4.4
3977,5.3
3979,8.0
3982,5.4
3984,4.9
3986,2.5
3989,4.8
3992,2.7
3995,3.4
3997,5.8
4000,6.4
4006,6.0
4007,3.7
4008,4.0
4009,4.1
4010,1.5
4011,3.0
4014,8.0
4016,2.2
4017,5.0
4019,3.0
4020,4.5
4021,1.9
4023,2.5
4025,3.8
4028,2.1
4032,3.0
4033,5.4
4035,3.5
4036,6.5
4037,6.4
4039,6.6
4040,3.2
4042,4.7
4044,2.4
4045,3.5
4050,2.7
4053,8.6
4056,2.7
4057,5.3
4060,4.1
4064,5.1
4066,6.7
4068,2.6
4073,3.1
4076,2.8
4077,4.8
4079,6.8
4081,4.7
4082,3.1
4088,5.0
4091,4.8
4094,3.3
4095,4.6
4096,2.5
4097,5.9
4098,5.2
4102,5.7
4103,2.4
4110,5.7
4111,6.1
4112,6.8
4113,5.5
4116,2.8
4118,7.5
4120,4.8
4121,8.1
4124,2.5
4125,5.2
4126,2.8
4128,1.3
4129,7.3
4130,3.0
4132,5.0
4137,2.0
4138,4.4
4139,3.8
4140,4.5
4142,4.9
4145,3.6
4148,5.3
4150,4.3
4151,4.2
4157,8.2
